CO_IES;NO_IES;SGL_IES;CO_MANTENEDORA;CO_CATEGORIA_ADMINISTRATIVA;DS_CATEGORIA_ADMINISTRATIVA;CO_ORGANIZACAO_ACADEMICA;DS_ORGANIZACAO_ACADEMICA;CO_MUNICIPIO_IES;NO_MUNICIPIO_IES;CO_UF_IES;SGL_UF_IES;NO_REGIAO_IES;IN_CAPITAL_IES;QT_TEC_TOTAL;QT_TEC_FUND_INCOMP_FEM;QT_TEC_FUND_INCOMP_MASC;QT_TEC_FUND_COMP_FEM;QT_TEC_FUND_COMP_MASC;QT_TEC_MEDIO_FEM;QT_TEC_MEDIO_MASC;QT_TEC_SUPERIOR_FEM;QT_TEC_SUPERIOR_MASC;QT_TEC_ESPECIALIZACAO_FEM;QT_TEC_ESPECIALIZACAO_MASC;QT_TEC_MESTRADO_FEM;QT_TEC_MESTRADO_MASC;QT_TEC_DOUTORADO_FEM;QT_TEC_DOUTORADO_MASC;IN_ACESSO_PORTAL_CAPES;IN_ACESSO_OUTRAS_BASES;IN_REFERENTE;VL_RECEITA_PROPRIA;VL_TRANSFERENCIA;VL_OUTRA_RECEITA;VL_DES_PESSOAL_REM_DOCENTE;VL_DES_PESSOAL_REM_TECNICO;VL_DES_PESSOAL_ENCARGO;VL_DES_CUSTEIO;VL_DES_INVESTIMENTO;VL_DES_PESQUISA;VL_DES_OUTRAS
224;FACULDADE DE MEDICINA DO ABC;FMABC;162;5;Privada sem fins lucrativos;3;Faculdade;3547809;SANTO ANDRE;35;SP;Sudeste;0;329;0;1;0;1;96;30;124;52;10;4;3;3;4;1;1;1;2;33919320.6;11805014.6;2681951.6;15248175.4;9977641.6;7745073.6;5583552.8;0;0;17989537.2
1159;CENTRO DE ENSINO SUPERIOR DE VITÓRIA;CESV;794;4;Privada com fins lucrativos;3;Faculdade;3205309;VITORIA;32;ES;Sudeste;1;10;0;0;0;0;4;2;2;0;1;0;1;0;0;0;1;1;1;680.6;35.6;716.2;210.6;52.6;124.4;0;189.6;32.6;65.8
3188;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS;IFNMG;5001;1;Pública Federal;4;Instituto Federal de Educação, Ciência e Tecnologia;3143302;MONTES CLAROS;31;MG;Sudeste;0;450;1;5;4;5;29;78;27;49;116;112;12;11;1;0;1;0;2;799621;143531638.8;5160;57190659.2;1;15884936.8;38125740.2;19644840.4;262061.8;0
3158;INSTITUTO SUPERIOR DE EDUCAÇÃO ANGLO-AMERICANO;ISEAAFI;924;5;Privada sem fins lucrativos;3;Faculdade;4108304;FOZ DO IGUACU;41;PR;Sul;0;9;0;0;2;1;1;0;4;1;0;0;0;0;0;0;1;1;2;404370;0;24875;156592;67111;123797;125214;11482.6;6895;39840
1013;FACULDADE SUDOESTE PAULISTANO;FASUP;710;5;Privada sem fins lucrativos;3;Faculdade;3550308;SAO PAULO;35;SP;Sudeste;1;11;1;1;0;2;3;0;3;1;0;0;0;0;0;0;0;0;2;975635.2;0;229912.2;225683.4;135066.8;74028.4;395262.6;982.2;0;0
1808;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;14112;1;Pública Federal;4;Instituto Federal de Educação, Ciência e Tecnologia;3205309;VITORIA;32;ES;Sudeste;1;1179;1;10;3;20;106;232;181;172;223;153;57;18;2;1;1;0;2;3832319.8;0;0;101431367.4;100000000;52053635.4;74513912;15677193.8;705000;0
1899;FACULDADE DO NOROESTE PARANAENSE;FANP;1248;4;Privada com fins lucrativos;3;Faculdade;4116901;NOVA ESPERANCA;41;PR;Sul;0;13;0;2;3;0;1;0;2;0;3;2;0;0;0;0;0;0;1;5153295;0;0;1649054.4;618395.4;412263.6;772994.2;309197.8;360730.6;154598.8
1315;FACULDADE DE EDUCAÇÃO DA SERRA;FASE;874;5;Privada sem fins lucrativos;3;Faculdade;3205002;SERRA;32;ES;Sudeste;0;5;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;2;182400.2;0;0;39799.4;12758.4;27889;0;0;0;0
1759;FACULDADE PADRE JOÃO BAGOZZI;FACULDADE BAGOZZI;1164;5;Privada sem fins lucrativos;3;Faculdade;4106902;CURITIBA;41;PR;Sul;1;71;7;1;6;7;21;12;9;3;3;2;0;0;0;0;1;1;1;8565183.4;0;213523;2470483.8;1646989.2;954037;0;1341605.2;438143.4;1569149.6
2288;FACULDADE ALMEIDA RODRIGUES;FAR;1495;4;Privada com fins lucrativos;3;Faculdade;5218805;RIO VERDE;52;GO;Centro-Oeste;0;25;1;3;4;2;4;4;2;1;2;1;0;1;0;0;1;0;2;1915671;409515.8;111482.2;791150.4;330663.4;320155.6;415336;109148;143494.6;313204.4
278;FACULDADES INTEGRADAS SIMONSEN;FIS;200;5;Privada sem fins lucrativos;3;Faculdade;3304557;RIO DE JANEIRO;33;RJ;Sudeste;1;244;4;18;10;17;21;34;94;34;7;3;2;0;0;0;1;0;1;15323742;0;1025549;4962586.6;5511010;4656573;8717486.8;4990028;859149.2;2300238.6
3029;FACULDADE DA AMAZÔNIA;FAAM;1963;4;Privada com fins lucrativos;3;Faculdade;1500800;ANANINDEUA;15;PA;Norte;0;20;1;1;2;1;6;3;5;1;0;0;0;0;0;0;1;1;2;1287420.8;0;108000;541894.2;168936;242600;827517.2;132107.2;3820;0
1357;INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO;ISERJ;904;2;Pública Estadual;3;Faculdade;3304557;RIO DE JANEIRO;33;RJ;Sudeste;1;12;0;0;0;0;0;1;4;2;3;1;1;0;0;0;0;0;1;1630307.6;716375399.6;353473.4;433905820.2;250253087.4;227365546;46808201;26744405.6;1;198922
4605;FACULDADE DE ENSINO SUPERIOR KM 125;;2922;4;Privada com fins lucrativos;3;Faculdade;4106407;CORNELIO PROCOPIO;41;PR;Sul;0;8;0;0;1;0;1;1;2;1;1;0;1;0;0;0;1;1;1;1236375.6;0;0;395640.2;148365;98910;185456.4;74182.6;86546.2;37091.8
1752;FACULDADE AUTÔNOMA DE DIREITO;FADISP;1157;4;Privada com fins lucrativos;3;Faculdade;3550308;SAO PAULO;35;SP;Sudeste;1;17;0;0;1;0;8;2;3;1;2;0;0;0;0;0;1;1;1;2901135.8;0;227953.6;1455026.2;623582.6;1140817.4;88010.6;194603.8;328627.6;4279013.2
2511;FACULDADE DE DIREITO UNIDADE GUARAPARI;FADIG;14514;4;Privada com fins lucrativos;3;Faculdade;3202405;GUARAPARI;32;ES;Sudeste;0;61;2;1;8;4;17;5;10;3;4;5;1;0;1;0;1;1;1;978474253;0;379300621;67406093;65877471;66505866;169560708;36519610;0;289464144
4435;FACULDADE SÃO PAULO;FACSP;2804;4;Privada com fins lucrativos;3;Faculdade;3550308;SAO PAULO;35;SP;Sudeste;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;528840;0;0;79121.4;23736.4;35709.2;27537.8;0;0;2123.6
3770;FACULDADE TEOLÓGICA BATISTA DE SÃO PAULO;FTBSP;2379;5;Privada sem fins lucrativos;3;Faculdade;3550308;SAO PAULO;35;SP;Sudeste;1;15;0;0;1;1;3;1;2;2;0;2;0;1;1;1;0;0;2;1600926;10040;144601;396152.6;495353.6;312027.2;258391;11667.2;25098.8;31415
2012;INSTITUTO SUPERIOR DE EDUCAÇÃO DE PESQUEIRA;ISEP;1321;4;Privada com fins lucrativos;3;Faculdade;2610905;PESQUEIRA;26;PE;Nordeste;0;23;0;1;0;0;0;6;4;4;6;0;0;0;1;1;0;0;1;1220241.8;0;0;369060.4;266096.4;60128.6;188461.6;0;8380.6;103483.8
3308;FACULDADE DE TECNOLOGIA TERMOMECÂNICA;FTT;2092;5;Privada sem fins lucrativos;3;Faculdade;3548708;SAO BERNARDO DO CAMPO;35;SP;Sudeste;0;121;1;4;0;2;13;53;19;17;7;4;0;0;0;1;0;1;1;0;0;20797374;3394025;889649;3244052;2241056;70407;5476;2663001
1364;FACULDADE DE TECNOLOGIA E CIÊNCIAS DE VITÓRIA DA CONQUISTA;FTC;1564;4;Privada com fins lucrativos;3;Faculdade;2933307;VITORIA DA CONQUISTA;29;BA;Nordeste;0;157;1;3;4;11;36;42;14;6;31;9;0;0;0;0;0;1;2;28629918;0;188421;4381016;1934390;4013431;2736075;22658;0;121594
1384;FACULDADE SANTA HELENA;FSH;917;5;Privada sem fins lucrativos;3;Faculdade;2611606;RECIFE;26;PE;Nordeste;1;35;0;0;2;0;17;9;2;2;1;2;0;0;0;0;0;1;2;4823501;0;0;1063330;805350;635350;0;0;0;0
1581;FACULDADE DA CIDADE DE SANTA LUZIA;FACSAL;1037;5;Privada sem fins lucrativos;3;Faculdade;3157807;SANTA LUZIA;31;MG;Sudeste;0;18;3;1;0;0;7;1;1;1;2;2;0;0;0;0;0;0;1;5098972.8;0;0;1631671.4;611876.8;407917.8;764846;305938.4;356928.2;152969.2
3184;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA;IFRR;4067;1;Pública Federal;4;Instituto Federal de Educação, Ciência e Tecnologia;1400100;BOA VISTA;14;RR;Norte;1;212;4;1;3;0;30;32;20;28;54;26;7;7;0;0;1;0;2;129708.8;4124518.6;0;20278037;18054736;44384168.6;25493961.4;12690132.8;368116;0
80;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ;UNIDAVI;64;7;Especial;2;Centro Universitário;4214805;RIO DO SUL;42;SC;Sul;0;125;20;9;0;1;13;19;24;10;16;12;1;0;0;0;1;1;1;23863603.2;5171527.8;4611927.2;6021113.4;3994498.8;7303454.4;7873244.8;1167720;1086964;6990502.8
2140;INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE LOURDES;FNSL;3657;4;Privada com fins lucrativos;3;Faculdade;2925303;PORTO SEGURO;29;BA;Nordeste;0;15;3;0;0;0;0;2;3;1;3;0;2;1;0;0;1;1;2;792574.8;208944;102089.6;468644;168041.6;198032.6;182547.2;10533.4;12250;47279
288;FACULDADE DE DIREITO DO VALE DO RIO DOCE;FADIVALE;207;5;Privada sem fins lucrativos;3;Faculdade;3127701;GOVERNADOR VALADARES;31;MG;Sudeste;0;65;5;0;4;4;10;4;13;6;5;10;2;2;0;0;0;0;2;5537342;0;232942;1788746.4;1590138.8;861615.8;0;0;53839.4;1325428
5706;FACULDADE MUNICIPAL DE PALHOÇA;FMP;3669;3;Pública Municipal;3;Faculdade;4211900;PALHOCA;42;SC;Sul;0;11;0;0;0;0;3;2;2;0;2;1;1;0;0;0;0;0;1;4334977.4;73977.4;2726000;1932099.6;8278336;3580500.8;618847;36572;0;0
535;CENTRO UNIVERSITÁRIO DE MANDAGUARI - UNIMAN;FAFIMAN;373;7;Especial;3;Faculdade;4114203;MANDAGUARI;41;PR;Sul;0;21;0;0;2;0;6;1;3;1;6;1;0;0;0;1;0;0;2;4480067.6;0;0;1931900.4;613007.2;880557.4;1212499.8;3855.2;52310;0
2538;FACULDADE VENDA NOVA DO IMIGRANTE;FAVENI;1655;4;Privada com fins lucrativos;3;Faculdade;3205069;VENDA NOVA DO IMIGRANTE;32;ES;Sudeste;0;13;1;0;0;0;1;3;6;1;1;0;0;0;0;0;0;0;1;1363706.8;0;0;399305;137310.2;293903.4;393811;0;0;99144.4
1634;Faculdade Doctum da Serra;DOCTUM;218;5;Privada sem fins lucrativos;3;Faculdade;3205002;SERRA;32;ES;Sudeste;0;53;1;2;2;4;15;9;6;1;3;2;3;3;1;1;0;0;1;102067962.6;0;3515939.6;21175298.2;10146037.4;0;13341271.6;1029313.6;0;49693015.8
4925;FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC;UFABC;12529;1;Pública Federal;1;Universidade;3547809;SANTO ANDRE;35;SP;Sudeste;0;583;0;0;0;0;45;109;72;80;130;104;17;20;3;3;1;1;1;598268;276612256;0;54301491.8;24390125.8;27266586;46459784.2;67673820.8;12109369.8;15342051.6
144;FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA;FACHO;104;5;Privada sem fins lucrativos;3;Faculdade;2609600;OLINDA;26;PE;Nordeste;0;36;0;0;3;0;6;5;12;5;3;2;0;0;0;0;1;0;2;4995243.6;0;0;2230750;795955;360064.2;1076401;0;6084.6;0
1948;FACULDADE DE ENSINO SUPERIOR DA PARAÍBA;FESP;1282;4;Privada com fins lucrativos;3;Faculdade;2507507;JOAO PESSOA;25;PB;Nordeste;1;13;2;0;0;1;4;4;2;0;0;0;0;0;0;0;1;1;2;2669207.2;0;0;544683.6;109935.8;386129.8;283588.8;0;0;0
15695;Faculdade de Tecnologia Dom Amaury Castanho;Fatec Itu;33;2;Pública Estadual;3;Faculdade;3523909;ITU;35;SP;Sudeste;0;12;0;0;0;0;3;1;2;5;0;0;0;0;1;0;0;0;1;0;340552678;0;215275480.2;26065258;68228218.8;8431563.8;22552157.2;0;0
13889;FACULDADE ITAPURANGA;;12807;4;Privada com fins lucrativos;3;Faculdade;5211206;ITAPURANGA;52;GO;Centro-Oeste;0;13;0;0;1;0;2;1;5;1;3;0;0;0;0;0;0;1;2;802695.6;0;24000;271775.6;146340.8;23648.2;10739.2;143088.4;0;8755.8
2040;FACULDADE DO FUTURO;FAF;1341;4;Privada com fins lucrativos;3;Faculdade;3139409;MANHUACU;31;MG;Sudeste;0;39;8;5;6;0;2;3;1;1;5;4;3;0;1;0;0;0;1;5125911.2;0;109835.8;1121029.8;831621;662435.8;2010243;154448.2;0;0
3375;INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO;IESM;2131;4;Privada com fins lucrativos;3;Faculdade;2112209;TIMON;21;MA;Nordeste;0;17;0;0;1;2;5;3;4;2;0;0;0;0;0;0;0;0;2;3318845;0;0;701353.2;166310;271463.2;107517.2;0;0;0
5053;FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO;FAETERJ PARACAMBI;904;2;Pública Estadual;3;Faculdade;3303609;PARACAMBI;33;RJ;Sudeste;0;18;2;2;2;1;4;2;2;2;1;0;0;0;0;0;0;0;1;1630307.6;716375399.6;353473.4;433905820.2;250253087.4;227365546;46808201;26744405.6;1;198922
3760;Faculdade Itaboraí;;407;4;Privada com fins lucrativos;3;Faculdade;3301900;ITABORAI;33;RJ;Sudeste;0;24;3;3;0;0;6;4;5;1;0;1;1;0;0;0;0;0;1;426416559.2;4128273.4;7187317;123015810.4;65752572.4;37095013.6;67197073.2;43407626.6;229125.4;503299
4534;FACULDADE HERRERO;FATEC;2627;4;Privada com fins lucrativos;3;Faculdade;4106902;CURITIBA;41;PR;Sul;1;14;0;0;0;0;7;4;3;0;0;0;0;0;0;0;1;0;1;2273826;0;13945;360480.6;139969.2;221100.2;1237783.2;0;0;647187.8
4053;CENTRO DE EDUCAÇÃO SUPERIOR BARNABITA;CESB;2545;5;Privada sem fins lucrativos;3;Faculdade;3106200;BELO HORIZONTE;31;MG;Sudeste;1;5;0;0;0;1;1;0;2;1;0;0;0;0;0;0;0;0;1;5215608;0;841619.4;2064947.2;398629.4;1114252.8;1297649.4;0;0;1666015.4
481;UNIVERSIDADE GUARULHOS;UNG;331;5;Privada sem fins lucrativos;1;Universidade;3518800;GUARULHOS;35;SP;Sudeste;0;710;52;33;30;35;186;216;72;46;21;13;3;3;0;0;1;1;1;99717716.4;0;37937967.8;36010776.2;14447064.8;8272917.8;24306195.4;2179397.8;2785667;25118440
214;FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG;FEAMIG;152;5;Privada sem fins lucrativos;3;Faculdade;3106200;BELO HORIZONTE;31;MG;Sudeste;1;37;4;3;0;0;10;4;5;1;6;1;1;2;0;0;1;0;1;9727032;0;239138.8;2621025.4;1160607;2255047.8;1513621.2;104824.8;0;935792
441;UNIVERSIDADE DO CONTESTADO;UNC;308;7;Especial;1;Universidade;4210100;MAFRA;42;SC;Sul;0;386;12;4;28;10;102;44;106;38;29;10;2;1;0;0;1;1;1;68176407.8;0;5202552.6;27144894.8;6684921.4;12538961.2;9874892.4;1018941.2;276278.8;17554186.2
4096;FACULDADE DE TECNOLOGIA TECBRASIL - UNIDADE PORTO ALEGRE;Ftec Porto Alegre;3488;4;Privada com fins lucrativos;3;Faculdade;4314902;PORTO ALEGRE;43;RS;Sul;1;62;1;0;2;1;35;15;5;0;2;1;0;0;0;0;1;1;1;7746694.8;0;48000;2528459;824512.6;1233828.6;1526124.4;1203450;0;1001837
2079;FACULDADE DE ITAITUBA;FAI;1368;4;Privada com fins lucrativos;3;Faculdade;1503606;ITAITUBA;15;PA;Norte;0;56;0;0;0;0;5;2;12;5;11;8;4;6;1;2;1;1;1;3144251.8;0;7880;608396.6;407596;359719.6;775712.8;849578.4;43700;107428.4
14242;Faculdade Presidente Antônio Carlos de Timóteo;FECT;221;5;Privada sem fins lucrativos;3;Faculdade;3168705;TIMOTEO;31;MG;Sudeste;0;12;0;0;1;1;5;2;0;0;2;0;0;1;0;0;1;0;2;1427697.6;0;270711;496607;267403.8;254670.4;577343.4;0;0;0
1337;FACULDADE MATER DEI;FMD;894;4;Privada com fins lucrativos;3;Faculdade;4118501;PATO BRANCO;41;PR;Sul;0;48;0;0;4;0;8;1;6;3;10;9;3;3;0;1;1;0;2;11581285.6;0;65127.6;2499880.2;747057.8;1148844.4;1697247.8;448855.6;0;27701.6
1668;FACULDADE DE NEGÓCIOS DE BELO HORIZONTE;ESN;2600;4;Privada com fins lucrativos;3;Faculdade;3106200;BELO HORIZONTE;31;MG;Sudeste;1;30;0;0;0;0;13;8;6;0;2;1;0;0;0;0;0;1;1;1352863839.6;0;421587833.4;294409030;174557870.8;253744653.6;756524315;167436759.6;20572659.2;149045852.2
1745;Faculdade de Tecnologia Alvares de Azevedo;FAATESP;2744;4;Privada com fins lucrativos;3;Faculdade;3550308;SAO PAULO;35;SP;Sudeste;1;21;0;0;0;0;2;5;7;5;1;0;0;1;0;0;1;0;1;22636281;0;2197284.8;4154134.2;2233840.6;3159225.6;0;6488453.4;0;15235656.6
4024;FACULDADE DE TECNOLOGIA DE MOCOCA;FATEC;33;2;Pública Estadual;3;Faculdade;3530508;MOCOCA;35;SP;Sudeste;0;12;0;0;0;0;0;3;3;5;1;0;0;0;0;0;0;0;1;0;340552678;0;215275480.2;26065258;68228218.8;8431563.8;22552157.2;0;0
1258;FACULDADE DE CIÊNCIAS APLICADAS DE CASCAVEL;FACIAP;2600;4;Privada com fins lucrativos;3;Faculdade;4104808;CASCAVEL;41;PR;Sul;0;43;0;0;2;1;12;10;11;5;2;0;0;0;0;0;0;1;1;1352863839.6;0;421587833.4;294409030;174557870.8;253744653.6;756524315;167436759.6;20572659.2;149045852.2
5242;UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL;UNEAL;335;2;Pública Estadual;1;Universidade;2700300;ARAPIRACA;27;AL;Nordeste;0;147;0;0;0;3;48;38;31;22;3;2;0;0;0;0;0;0;2;5075.2;26641554.4;82131062;14037152.2;4106890.8;3236429.6;5168059;1260636;945154.6;3829139
3758;Faculdade SOCIESC;;902;5;Privada sem fins lucrativos;3;Faculdade;4205407;FLORIANOPOLIS;42;SC;Sul;1;18;0;0;0;0;6;1;3;3;2;1;2;0;0;0;1;0;2;1863324;0;0;923540;65919;752623;372040;0;0;0
1021;FACULDADE DE CIÊNCIAS DE TIMBAÚBA;FACET;718;5;Privada sem fins lucrativos;3;Faculdade;2615300;TIMBAUBA;26;PE;Nordeste;0;35;3;6;0;0;7;5;5;2;5;1;0;1;0;0;1;1;1;1236806;0;6102;416862;174372;326944;196302;0;0;40302
3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;UERGS;2109;2;Pública Estadual;1;Universidade;4314902;PORTO ALEGRE;43;RS;Sul;1;365;0;0;0;2;36;37;51;38;5;8;57;29;55;47;1;0;2;367310.8;887328.4;409349.6;15024216.8;12959277.2;8376598.6;6469400.6;3561269.4;4629949.4;0
1420;FACULDADES DE DRACENA;;343;5;Privada sem fins lucrativos;3;Faculdade;3514403;DRACENA;35;SP;Sudeste;0;68;0;0;0;0;18;12;11;6;14;7;0;0;0;0;1;0;2;4580339.4;0;186069.8;1765501.6;950654.6;47360063;138632;218206.8;0;0
1995;FACULDADE DE MEDICINA NOVA ESPERANÇA;FAMENE;1158;4;Privada com fins lucrativos;3;Faculdade;2507507;JOAO PESSOA;25;PB;Nordeste;1;119;0;0;1;4;40;46;5;4;8;4;5;1;0;1;0;1;2;55351296;0;0;3813042.4;5989611;3568165.8;23086814.2;9226362.4;254871.4;2965753.8
1851;ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS;EBAPE;110;5;Privada sem fins lucrativos;3;Faculdade;3304557;RIO DE JANEIRO;33;RJ;Sudeste;1;42;0;0;0;3;6;3;10;5;10;0;4;1;0;0;1;1;2;11215811.4;0;3104082;2331455.6;3565248.6;1620482.6;2910936.4;38028;0;3853742.2
1506;INSTITUTO CENECISTA FAYAL DE ENSINO SUPERIOR;IFES;407;5;Privada sem fins lucrativos;3;Faculdade;4208203;ITAJAI;42;SC;Sul;0;27;3;0;4;2;6;6;3;1;1;0;0;1;0;0;1;0;1;426416559.2;4128273.4;7187317;123015810.4;65752572.4;37095013.6;67197073.2;43407626.6;229125.4;503299
1864;FACULDADE DE ADMINISTRAÇÃO DA ASSOCIAÇÃO BRASILIENSE DE EDUCAÇÃO;FABE;1228;5;Privada sem fins lucrativos;3;Faculdade;4311809;MARAU;43;RS;Sul;0;10;0;0;1;0;1;1;2;0;2;1;1;0;0;1;0;0;2;1725827.2;217419.8;139193.8;955209.8;335614.2;170323.6;278250;203772.6;52289;84959.2
839;FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS;FAVI;581;5;Privada sem fins lucrativos;3;Faculdade;3205309;VITORIA;32;ES;Sudeste;1;57;4;3;4;2;19;19;4;0;2;0;0;0;0;0;1;1;1;4472306.4;0;666134.8;1073415.8;421761;1126442.6;3161680.4;159873.6;0;26877.8
17542;Faculdade Doctum de Guarapari;DOCTUM;218;5;Privada sem fins lucrativos;3;Faculdade;3202405;GUARAPARI;32;ES;Sudeste;0;21;0;0;0;0;9;6;1;2;1;1;0;1;0;0;0;0;1;102067962.6;0;3515939.6;21175298.2;10146037.4;0;13341271.6;1029313.6;0;49693015.8
2908;FACULDADE NATALENSE DE ENSINO E CULTURA;FANEC;588;5;Privada sem fins lucrativos;3;Faculdade;2408102;NATAL;24;RN;Nordeste;1;14;0;0;0;0;4;7;1;2;0;0;0;0;0;0;1;1;1;14347121.6;0;524748.4;3291996.8;1369438.2;2283315.4;12792061.2;547005.2;0;33650.4
17138;Centro Universitário - Católica de Santa Catarina em Joinville;Católica em Joinvile;419;5;Privada sem fins lucrativos;2;Centro Universitário;4209102;JOINVILLE;42;SC;Sul;0;29;0;0;2;0;9;3;5;2;8;0;0;0;0;0;0;1;1;32879278.6;0;1294477.6;11787525.2;1664550.2;10904367.2;7373245.6;4261793.6;86454.4;94154
882;INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE BEBEDOURO VICTÓRIO CARDASSI;IMESB;616;3;Pública Municipal;3;Faculdade;3506102;BEBEDOURO;35;SP;Sudeste;0;42;0;0;2;1;16;8;7;7;0;1;0;0;0;0;0;1;2;2446545;0;222883.6;1237954.4;639489;419135.6;735514.6;19095.4;0;113574.2
1289;FACULDADE DE DIREITO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FAD-FAAP;320;5;Privada sem fins lucrativos;3;Faculdade;3550308;SAO PAULO;35;SP;Sudeste;1;7;0;0;0;0;1;1;1;0;4;0;0;0;0;0;1;1;1;273010617;0;6974336;47851719;32828843;16904112;179393989;0;105370;2900920
2613;Faculdade Meta;FAMETA;1897;4;Privada com fins lucrativos;3;Faculdade;1200401;RIO BRANCO;12;AC;Norte;1;44;0;0;2;1;8;7;9;1;4;6;4;1;1;0;0;0;2;11380790;0;0;905866.6;696354.6;445910.6;327915.2;1413958.8;0;2461461.6
1043;CENTRO UNIVERSITÁRIO HERMINIO OMETTO;UNIARARAS;403;5;Privada sem fins lucrativos;2;Centro Universitário;3503307;ARARAS;35;SP;Sudeste;0;698;17;9;13;4;135;56;172;111;134;32;8;4;0;3;1;0;1;90229430;0;0;21101806;13741342;4178983;45714737;3016827;679182;0
4443;FACULDADE RIO CLARO;;2811;4;Privada com fins lucrativos;3;Faculdade;4310207;IJUI;43;RS;Sul;0;5;0;0;0;0;2;0;2;0;0;0;1;0;0;0;1;1;2;333041.4;0;120160.4;429418.8;173787.2;216361.8;534212.4;106949.4;0;0
1862;FACULDADE DA REGIÃO SERRANA;FARESE;1226;4;Privada com fins lucrativos;3;Faculdade;3204559;SANTA MARIA DE JETIBA;32;ES;Sudeste;0;14;0;0;0;2;4;1;1;2;1;0;2;1;0;0;0;0;2;2515322.6;0;149036.6;817546;280956.6;469955.2;272840.8;103663.4;0;838300.8
795;FACULDADES INTEGRADAS DE DIAMANTINO;FID;547;5;Privada sem fins lucrativos;3;Faculdade;5103502;DIAMANTINO;51;MT;Centro-Oeste;0;18;0;2;1;1;5;0;1;1;7;0;0;0;0;0;0;0;2;1426050.4;0;0;599549.8;176418.2;30292.2;140391.8;133885.4;12000;168981.8
29;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;29;2;Pública Estadual;1;Universidade;2304400;FORTALEZA;23;CE;Nordeste;1;862;35;86;29;37;176;184;121;104;32;32;7;13;3;3;1;0;2;7205812.8;192042972.8;0;96972684.6;24242921.2;40403307.8;29647959.8;5785768.4;7573831.6;323111.4
694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;462;1;Pública Federal;1;Universidade;5002704;CAMPO GRANDE;50;MS;Centro-Oeste;1;1915;22;39;36;34;195;287;298;304;277;226;94;67;22;14;1;1;2;20166926;479106329;0;193361578.2;82869247.8;67666608;112858341;41037080;1480400;0
14115;Faculdade Presidente Antônio Carlos de Ponte Nova;FUNEES Ponte Nova;221;5;Privada sem fins lucrativos;3;Faculdade;3152105;PONTE NOVA;31;MG;Sudeste;0;18;0;0;1;3;3;3;2;1;1;2;0;1;0;1;1;1;2;2336923.4;0;689804;778454.4;419167.8;399207.4;1347496.8;10554.6;0;0
1665;FACULDADE KENNEDY;FK;1091;4;Privada com fins lucrativos;3;Faculdade;3136207;JOAO MONLEVADE;31;MG;Sudeste;0;4;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;2;331148.8;0;0;190675;50909;69576.2;9185;0;0;10124
1541;FACULDADE FLAMINGO;;1013;4;Privada com fins lucrativos;3;Faculdade;3550308;SAO PAULO;35;SP;Sudeste;1;72;0;0;2;3;33;15;10;6;2;1;0;0;0;0;1;0;2;14317163.8;0;1288544.8;4653078.2;544052.2;3006604.4;4143387.2;1657927.6;5440.6;0
15032;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE;UNIARP;14626;7;Especial;1;Universidade;4203006;CACADOR;42;SC;Sul;0;107;0;1;0;2;29;12;15;10;29;4;3;0;0;2;0;0;1;30152345;2823326.8;2146607.8;6536185.6;2039511.4;3466840.8;14134104.4;3985193;3566216.4;2253878.4
650;FACULDADE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE AVARÉ;IESA/FACCAA;424;4;Privada com fins lucrativos;3;Faculdade;3504503;AVARE;35;SP;Sudeste;0;13;0;0;1;0;5;3;3;0;0;0;0;1;0;0;0;0;1;9951468.6;0;0;3184470;1194176.2;796117.4;1492720.2;597088.2;696602.8;298544
